bank,date_au,committee_score,committee_lean,number_of_speakers,number_of_documents,average_document_score
ECB,2024-02-16,-0.15173550911793296,neutral,101,1,0.0
ECB,2024-02-26,-0.15173550911793296,neutral,101,1,-1.4
ECB,2024-03-07,-0.14384598354204126,neutral,101,2,-0.9094737505048089
ECB,2024-03-14,-0.14384598354204126,neutral,101,1,0.0
ECB,2024-03-20,-0.1577073696806551,neutral,101,1,-1.4
ECB,2024-03-27,-0.12086710135045262,neutral,102,1,3.6
ECB,2024-04-11,-0.12276596572623817,neutral,102,2,-1.8999999999999997
ECB,2024-04-12,-0.12157406314637176,neutral,103,1,0.0
ECB,2024-04-15,-0.1338666202315028,neutral,104,1,-1.4
ECB,2024-04-18,-0.13444691670262582,neutral,104,1,-1.4
ECB,2024-04-19,-0.13444691670262582,neutral,104,1,-2.8
ECB,2024-04-22,-0.13669050644621555,neutral,104,1,0.0
ECB,2024-04-24,-0.13538869209910875,neutral,105,1,0.0
ECB,2024-04-29,-0.13538869209910875,neutral,105,1,-1.4
ECB,2024-05-02,-0.14561094501335883,neutral,106,1,-1.2189475010096182
ECB,2024-05-14,-0.14561094501335883,neutral,106,1,0.0
ECB,2024-05-26,-0.14425009505996297,neutral,107,1,0.0
ECB,2024-05-27,-0.15587740899459293,neutral,108,1,-1.4
ECB,2024-05-28,-0.16884037195755588,neutral,108,1,-1.4
ECB,2024-06-01,-0.16884037195755588,neutral,108,1,-1.4
ECB,2024-06-06,-0.17063374386802005,neutral,108,2,-1.8999999999999997
ECB,2024-06-07,-0.1690682966765703,neutral,109,1,0.0
ECB,2024-06-11,-0.17282493658945847,neutral,109,1,-2.2189475010096187
ECB,2024-06-14,-0.17068426380658383,neutral,109,1,0.0
ECB,2024-06-18,-0.16640291824083459,neutral,109,1,0.0
ECB,2024-06-26,-0.16515070493653855,neutral,109,1,-1.4
ECB,2024-07-01,-0.16364933489166092,neutral,110,1,0.0
ECB,2024-07-18,-0.1572856985280246,neutral,110,2,-1.1999999999999997
ECB,2024-07-23,-0.1572856985280246,neutral,110,1,0.0
ECB,2024-08-24,-0.1572856985280246,neutral,110,1,-2.2189475010096187
ECB,2024-08-30,-0.16848132286560993,neutral,111,1,-1.4
ECB,2024-09-06,-0.15447702534002414,neutral,112,1,1.4
ECB,2024-09-12,-0.15188304096953137,neutral,112,2,-1.609473750504809
ECB,2024-09-16,-0.1753177043237833,neutral,113,1,-2.8
ECB,2024-09-20,-0.1860605314788378,neutral,114,1,-1.4
ECB,2024-09-23,-0.18444261381380445,neutral,115,1,0.0
ECB,2024-09-26,-0.18444261381380445,neutral,115,1,0.0
ECB,2024-09-27,-0.18285259128092682,neutral,116,1,0.0
ECB,2024-09-30,-0.19089856829242108,neutral,116,1,-1.4
ECB,2024-10-01,-0.19089856829242108,neutral,116,1,0.0
ECB,2024-10-02,-0.18926695659761406,neutral,117,1,0.0
ECB,2024-10-04,-0.18766299933831224,neutral,118,1,0.0
ECB,2024-10-07,-0.169279276654797,neutral,119,1,2.0
ECB,2024-10-16,-0.16339692371362052,neutral,119,1,0.0
ECB,2024-10-17,-0.17027883548681064,neutral,119,2,-2.0189475010096185
ECB,2024-10-24,-0.15052651185775384,neutral,120,1,2.2
ECB,2024-10-25,-0.10552651185775389,neutral,120,1,2.6
ECB,2024-10-28,-0.10941540074664277,neutral,120,1,-1.4
ECB,2024-11-04,-0.10851114123633993,neutral,121,1,0.0
ECB,2024-11-05,-0.10658276658069255,neutral,121,1,0.0
ECB,2024-11-06,-0.10658276658069255,neutral,121,1,0.0
ECB,2024-11-07,-0.10570913734642458,neutral,122,1,0.0
ECB,2024-11-14,-0.10570913734642458,neutral,122,1,0.0
ECB,2024-11-15,-0.10484971346555935,neutral,123,1,0.0
ECB,2024-11-16,-0.10400415126019194,neutral,124,1,0.0
ECB,2024-11-18,-0.09835898996986936,neutral,124,1,0.0
ECB,2024-11-19,-0.09835898996986936,neutral,124,1,0.0
ECB,2024-11-21,-0.09757211805011037,neutral,125,1,0.0
ECB,2024-11-22,-0.09679773616082381,neutral,126,1,0.0
ECB,2024-11-25,-0.12592191738187083,neutral,126,1,-3.6696468338519255
ECB,2024-11-28,-0.11481080627075972,neutral,126,1,0.0
ECB,2024-12-12,-0.1195727110326645,neutral,126,2,-2.2094737505048094
ECB,2024-12-16,-0.12607229437401066,neutral,126,1,-2.2189475010096187
ECB,2024-12-18,-0.10962005230784765,neutral,126,1,0.40000000000000013
ECB,2025-01-15,-0.11147190415969951,neutral,126,1,-1.4
ECB,2025-01-27,-0.11147190415969951,neutral,126,1,0.0
ECB,2025-01-30,-0.10266655693347085,neutral,126,2,-0.9094737505048093
ECB,2025-02-05,-0.09848825335689117,neutral,126,1,1.4529325012980814
ECB,2025-02-10,-0.10589566076429856,neutral,126,1,-1.4
ECB,2025-02-12,-0.10506183666379229,neutral,127,1,0.0
ECB,2025-02-18,-0.0964285410648564,neutral,128,1,1.0
ECB,2025-02-25,-0.08172754462249317,neutral,129,1,1.8
ECB,2025-03-06,-0.07823736546786188,neutral,129,2,-0.8841240840836555
ECB,2025-03-12,-0.064210437169375,neutral,129,1,1.4
ECB,2025-03-19,-0.059706154231465074,neutral,129,1,0.5810524989903811
ECB,2025-03-20,-0.05427979764231779,neutral,129,1,0.0
ECB,2025-03-27,-0.05427979764231779,neutral,129,1,0.0
ECB,2025-04-01,-0.05386226073737689,neutral,130,1,0.0
ECB,2025-04-03,-0.052067388942505094,neutral,130,1,0.0
ECB,2025-04-08,-0.05166992795821116,neutral,131,1,0.0
ECB,2025-04-17,-0.06146814509012543,neutral,131,2,-4.134823416925963
ECB,2025-04-25,-0.0982540038764584,neutral,131,1,-2.218947501009619
ECB,2025-04-28,-0.0982540038764584,neutral,131,1,-1.4
ECB,2025-04-29,-0.0975096553622428,neutral,132,1,0.0
ECB,2025-05-10,-0.1028126856652731,neutral,132,1,-1.4
ECB,2025-05-15,-0.10203965795350411,neutral,133,1,0.0
ECB,2025-05-16,-0.12217369035683617,neutral,134,1,-2.8
ECB,2025-05-22,-0.12434179669635252,neutral,134,1,0.0
ECB,2025-05-26,-0.12342074635045361,neutral,135,1,0.0
ECB,2025-06-05,-0.13817642289184487,neutral,135,2,-1.8094737505048093
ECB,2025-06-07,-0.13716041978234603,neutral,136,1,0.0
ECB,2025-06-09,-0.13787249392326562,neutral,136,1,0.0
ECB,2025-06-11,-0.13686612535448264,neutral,137,1,0.0
ECB,2025-06-18,-0.1358743418374212,neutral,138,1,0.0
ECB,2025-06-19,-0.12131293784825589,neutral,138,1,1.6
ECB,2025-06-23,-0.14246473133383283,neutral,138,1,-3.618947501009619
ECB,2025-06-24,-0.15151174765517217,neutral,139,1,-1.4
ECB,2025-06-27,-0.15151174765517217,neutral,139,1,0.0
ECB,2025-06-30,-0.16230311456164698,neutral,139,1,-1.4
ECB,2025-07-04,-0.16230311456164698,neutral,139,1,0.0
ECB,2025-07-09,-0.1711438066004924,neutral,140,1,-1.4
ECB,2025-07-10,-0.16993002073807756,neutral,141,1,0.0
ECB,2025-07-14,-0.16993002073807756,neutral,141,1,0.0
ECB,2025-07-24,-0.15549864898682958,neutral,141,2,-2.0999999999999996
ECB,2025-08-23,-0.15440358807847163,neutral,142,1,0.0
ECB,2025-09-01,-0.1533238427072935,neutral,143,1,0.0
ECB,2025-09-03,-0.15225909379960395,neutral,144,1,0.0
ECB,2025-09-04,-0.15225909379960395,neutral,144,1,0.0
ECB,2025-09-11,-0.16306239029221167,neutral,144,2,-3.3651484454403224
ECB,2025-09-17,-0.1619378220832999,neutral,145,1,0.0
ECB,2025-09-26,-0.1619378220832999,neutral,145,1,0.0
ECB,2025-09-29,-0.1619378220832999,neutral,145,1,0.0
ECB,2025-09-30,-0.1704177000142362,neutral,146,1,-1.4
ECB,2025-10-01,-0.16356838494574305,neutral,146,1,2.0
ECB,2025-10-03,-0.1420475115787652,neutral,147,1,3.0
ECB,2025-10-06,-0.14170261815806923,neutral,147,1,-3.618947501009619
ECB,2025-10-07,-0.14074516803537956,neutral,148,1,0.0
ECB,2025-10-15,-0.1398005695921891,neutral,149,1,0.0
ECB,2025-10-17,-0.1491965427465515,neutral,149,1,-3.618947501009619
ECB,2025-10-21,-0.18019619040433418,neutral,149,1,-2.2189475010096187
ECB,2025-10-23,-0.17080021724997177,neutral,149,1,0.0
ECB,2025-10-27,-0.16966154913497197,neutral,150,1,0.0
ECB,2025-10-29,-0.1455352324615745,neutral,150,1,0.0
ECB,2025-10-30,-0.15839137413833734,neutral,150,2,-4.028421251514429
ECB,2025-11-04,-0.15734242464073248,neutral,151,1,0.0
ECB,2025-11-06,-0.16197818623013643,neutral,151,1,-1.4
ECB,2025-11-14,-0.15170201395230656,neutral,152,1,1.4
ECB,2025-11-17,-0.14709675079441184,neutral,152,1,0.0
ECB,2025-11-21,-0.14613533412255297,neutral,153,1,0.0
ECB,2025-11-22,-0.15593925569118042,neutral,153,1,-1.4
ECB,2025-12-03,-0.16933541312831313,neutral,154,1,-2.2189475010096187
ECB,2025-12-08,-0.1682429265920014,neutral,155,1,0.0
ECB,2025-12-18,-0.16008067855690256,neutral,155,2,-2.0999999999999996
ECB,2025-12-19,-0.15905452036102496,neutral,156,1,0.0
ECB,2026-01-09,-0.13585613894429668,neutral,156,1,0.0
ECB,2026-01-14,-0.14034331843147613,neutral,156,1,-1.4
ECB,2026-01-28,-0.13944941194465144,neutral,157,1,0.0
ECB,2026-02-05,-0.1316250727630309,neutral,157,2,-2.8
ECB,2026-02-06,-0.1316250727630309,neutral,157,1,0.0
ECB,2026-02-11,-0.1227078753108016,neutral,157,1,0.0
ECB,2026-02-12,-0.1227078753108016,neutral,157,1,0.0
ECB,2026-02-14,-0.12193124318858134,neutral,158,1,0.0
ECB,2026-02-19,-0.12193124318858134,neutral,158,1,0.0
ECB,2026-02-20,-0.12116438002387328,neutral,159,1,0.0
ECB,2026-02-23,-0.12040710264872408,neutral,160,1,0.0
ECB,2026-02-26,-0.1291571026487241,neutral,160,1,-1.4
ECB,2026-03-05,-0.1291571026487241,neutral,160,1,0.0
ECB,2026-03-09,-0.13540710264872408,neutral,160,1,0.0
ECB,2026-03-19,-0.14609131358937916,neutral,160,2,-4.918947501009618
ECB,2026-03-23,-0.14609131358937916,neutral,160,1,0.0
ECB,2026-03-24,-0.14609131358937916,neutral,160,1,0.0
ECB,2026-03-25,-0.14518391412609108,neutral,161,1,0.0
ECB,2026-03-26,-0.16662689923031038,neutral,162,1,-3.6189475010096186
ECB,2026-04-01,-0.16560464831478697,neutral,163,1,0.0
ECB,2026-04-15,-0.16459486387384314,neutral,164,1,0.0
ECB,2026-04-20,-0.1635973192443047,neutral,165,1,0.0
ECB,2026-04-22,-0.1635973192443047,neutral,165,1,0.0
ECB,2026-04-30,-0.15627507429524684,neutral,165,2,-1.292481250360578
ECB,2026-05-04,-0.15627507429524684,neutral,165,1,0.0
ECB,2026-05-05,-0.15533365818503453,neutral,166,1,0.0
ECB,2026-05-06,-0.14841549256716005,neutral,167,1,1.0
ECB,2026-05-07,-0.14422387580069299,neutral,167,1,0.0
ECB,2026-05-08,-0.14336540034949838,neutral,168,1,0.0
ECB,2026-05-12,-0.142517084371099,neutral,169,1,0.0
ECB,2026-05-13,-0.1499140426983278,neutral,170,1,-1.4
ECB,2026-05-22,-0.1499140426983278,neutral,170,1,0.0
ECB,2026-05-28,-0.1408502178872265,neutral,171,1,1.4
ECB,2026-06-01,-0.1400313212716031,neutral,172,1,0.0
ECB,2026-06-02,-0.13922189166887708,neutral,173,1,0.0
FED,2021-01-08,0.0,neutral,1,1,0.0
FED,2021-01-12,0.7,neutral,2,1,1.4
FED,2021-01-13,0.35,neutral,2,2,0.0
FED,2021-01-27,0.35,neutral,2,2,0.7
FED,2021-02-10,0.6999999999999998,neutral,3,1,1.4
FED,2021-02-16,0.5249999999999999,neutral,4,1,0.0
FED,2021-02-18,0.4666666666666666,neutral,4,1,0.0
FED,2021-02-22,0.3733333333333333,neutral,5,1,0.0
FED,2021-02-24,0.35,neutral,5,2,0.0
FED,2021-02-25,0.2916666666666667,neutral,6,1,0.0
FED,2021-03-01,0.2333333333333333,neutral,6,1,-1.4
FED,2021-03-02,0.2722222222222222,neutral,6,1,1.4
FED,2021-03-17,0.2722222222222222,neutral,6,2,-0.7
FED,2021-03-18,0.15555555555555553,neutral,6,1,0.0
FED,2021-03-22,0.13333333333333333,neutral,7,2,0.0
FED,2021-03-23,0.125,neutral,7,2,0.0
FED,2021-03-25,0.125,neutral,7,1,0.0
FED,2021-03-29,0.109375,neutral,8,1,0.0
FED,2021-03-30,0.109375,neutral,8,1,0.0
FED,2021-04-14,0.109375,neutral,8,1,0.0
FED,2021-04-28,0.109375,neutral,8,2,-0.7
FED,2021-05-03,0.08020833333333333,neutral,8,1,0.0
FED,2021-05-05,0.08020833333333333,neutral,8,1,0.0
FED,2021-05-11,0.05833333333333333,neutral,8,1,0.0
FED,2021-05-12,0.05833333333333333,neutral,8,1,0.0
FED,2021-05-13,0.05833333333333333,neutral,8,1,0.0
FED,2021-05-17,0.05833333333333333,neutral,8,1,0.0
FED,2021-05-24,0.05833333333333333,neutral,8,1,0.0
FED,2021-05-26,0.05833333333333333,neutral,8,2,0.0
FED,2021-06-01,0.09333333333333332,neutral,8,1,1.4
FED,2021-06-03,0.18083333333333332,neutral,8,1,1.4
FED,2021-06-16,0.18083333333333332,neutral,8,2,-0.7
FED,2021-06-23,0.16074074074074074,neutral,9,1,0.0
FED,2021-06-28,0.1348148148148148,neutral,9,1,0.0
FED,2021-07-11,0.12185185185185182,neutral,9,1,0.0
FED,2021-07-28,0.12185185185185182,neutral,9,2,0.20000000000000007
FED,2021-07-30,0.12962962962962962,neutral,9,1,0.0
FED,2021-08-03,0.11666666666666665,neutral,10,1,0.0
FED,2021-08-04,0.11666666666666665,neutral,10,1,0.0
FED,2021-08-05,0.11666666666666665,neutral,10,1,0.0
FED,2021-08-17,0.06999999999999999,neutral,10,1,0.0
FED,2021-08-27,0.06999999999999999,neutral,10,1,0.0
FED,2021-09-09,0.06363636363636363,neutral,11,1,0.0
FED,2021-09-22,0.06363636363636363,neutral,11,2,-1.6253496664211535
FED,2021-09-24,0.06363636363636363,neutral,11,1,0.0
FED,2021-09-27,0.031818181818181815,neutral,11,1,0.0
FED,2021-09-28,0.031818181818181815,neutral,11,1,0.0
FED,2021-10-05,0.0,neutral,11,1,0.0
FED,2021-10-07,0.0,neutral,11,1,0.0
FED,2021-10-12,0.0,neutral,11,1,0.0
FED,2021-10-13,0.0,neutral,11,2,0.0
FED,2021-10-18,0.1909090909090909,neutral,11,1,4.199999999999999
FED,2021-10-19,0.1909090909090909,neutral,11,2,0.0
FED,2021-10-20,0.1818181818181818,neutral,11,1,1.8
FED,2021-10-22,0.1818181818181818,neutral,11,1,0.0
FED,2021-11-03,0.1818181818181818,neutral,11,2,0.9
FED,2021-11-08,0.1818181818181818,neutral,11,3,0.0
FED,2021-11-09,0.1818181818181818,neutral,11,1,0.0
FED,2021-11-17,0.1818181818181818,neutral,11,1,0.0
FED,2021-11-19,0.16666666666666666,neutral,12,2,0.0
FED,2021-11-29,0.16666666666666666,neutral,12,2,0.0
FED,2021-11-30,0.16666666666666666,neutral,12,1,0.0
FED,2021-12-02,0.15416666666666665,neutral,12,1,1.4
FED,2021-12-15,0.15416666666666665,neutral,12,2,-0.4999999999999999
FED,2021-12-17,0.20416666666666664,neutral,12,1,1.8
FED,2022-01-26,0.20416666666666664,neutral,12,2,-0.7
FED,2022-02-18,0.22916666666666666,neutral,12,2,0.0
FED,2022-02-21,0.22916666666666666,neutral,12,1,0.0
FED,2022-02-24,0.14252923608306614,neutral,12,1,-2.2189475010096187
FED,2022-03-16,0.14252923608306614,neutral,12,2,-0.009473750504809253
FED,2022-03-18,0.14252923608306614,neutral,12,1,0.0
FED,2022-03-21,0.14695006407667643,neutral,13,1,0.20000000000000018
FED,2022-03-24,0.1007962179228303,neutral,13,1,0.0
FED,2022-04-05,0.10775977557630648,neutral,13,1,0.18105249899038123
FED,2022-05-04,0.10775977557630648,neutral,13,2,2.9
FED,2022-05-06,0.12198379801867584,neutral,13,1,0.0
FED,2022-05-24,0.12198379801867584,neutral,13,1,0.0
FED,2022-05-25,0.12198379801867584,neutral,13,1,0.0
FED,2022-05-30,0.16465586534578389,neutral,13,1,0.0
FED,2022-06-03,0.15289473210679932,neutral,14,1,0.0
FED,2022-06-15,0.15289473210679932,neutral,14,2,2.4000000000000004
FED,2022-06-17,0.15289473210679932,neutral,14,1,0.0
FED,2022-06-18,0.15289473210679932,neutral,14,1,0.0
FED,2022-06-23,0.15289473210679932,neutral,14,1,0.0
FED,2022-07-08,0.1464285714285714,neutral,14,1,0.0
FED,2022-07-14,0.14400107140796695,neutral,14,1,-0.13594000115385052
FED,2022-07-19,0.14400107140796695,neutral,14,1,0.0
FED,2022-07-27,0.14400107140796695,neutral,14,2,-0.7094737505048094
FED,2022-08-06,0.13440099998076915,neutral,15,1,0.0
FED,2022-08-17,0.13440099998076915,neutral,15,2,0.0
FED,2022-08-26,0.13440099998076915,neutral,15,1,0.0
FED,2022-08-29,0.13440099998076915,neutral,15,1,0.0
FED,2022-09-07,0.08225093748197107,neutral,16,2,-1.4
FED,2022-09-09,0.08154291664262811,neutral,16,1,0.0
FED,2022-09-21,0.08154291664262811,neutral,16,2,2.2
FED,2022-09-28,0.08154291664262811,neutral,16,2,0.0
FED,2022-09-30,0.2296715392728131,neutral,17,2,1.711428751370197
FED,2022-10-04,0.33913423153543465,neutral,18,1,2.2
FED,2022-10-06,0.36135645375765685,neutral,18,2,0.20000000000000007
FED,2022-10-10,0.35913423153543467,neutral,18,1,-0.19999999999999973
FED,2022-10-12,0.3849692719809381,neutral,19,2,1.7000000000000002
FED,2022-10-14,0.38735418428188284,neutral,19,1,0.0
FED,2022-10-20,0.38735418428188284,neutral,19,1,0.0
FED,2022-11-02,0.38735418428188284,neutral,19,2,1.5000000000000002
FED,2022-11-16,0.38735418428188284,neutral,19,1,0.0
FED,2022-11-17,0.3504633095883702,neutral,21,2,0.0
FED,2022-11-28,0.34618690483058634,neutral,21,1,0.0
FED,2022-11-30,0.38045113642919604,neutral,22,2,1.1
FED,2022-12-01,0.42477934788879623,neutral,23,1,1.4
FED,2022-12-14,0.42477934788879623,neutral,23,2,2.2
FED,2023-01-06,0.45521413049749193,neutral,23,1,1.4
FED,2023-01-10,0.5052141304974919,neutral,23,2,1.0
FED,2023-01-19,0.49864989134824433,neutral,23,1,-1.2
FED,2023-01-20,0.5778728125420675,neutral,24,1,2.4
FED,2023-01-21,0.5547579000403848,neutral,25,1,0.0
FED,2023-02-01,0.5547579000403848,neutral,25,2,2.1
FED,2023-02-07,0.5334210577311391,neutral,26,1,0.0
FED,2023-02-08,0.5334210577311391,neutral,26,1,0.0
FED,2023-02-10,0.5136647222596155,neutral,27,1,0.0
FED,2023-02-13,0.4766276852225784,neutral,27,1,0.0
FED,2023-02-15,0.4766276852225784,neutral,27,1,0.0
FED,2023-02-16,0.45960526789320066,neutral,28,1,0.0
FED,2023-02-24,0.3810338393217721,neutral,28,1,0.0
FED,2023-02-27,0.3810338393217721,neutral,28,1,0.0
FED,2023-03-02,0.3560338393217721,neutral,28,1,-1.4
FED,2023-03-03,0.3441290774170102,neutral,28,1,0.0
FED,2023-03-09,0.3441290774170102,neutral,28,1,0.0
FED,2023-03-14,0.3381766964646293,neutral,28,1,0.0
FED,2023-03-22,0.3381766964646293,neutral,28,2,3.1905262494951905
FED,2023-03-27,0.3381766964646293,neutral,28,1,0.0
FED,2023-03-29,0.3265154310692972,neutral,29,1,0.0
FED,2023-03-31,0.24531579168349366,neutral,30,2,-1.4094737505048092
FED,2023-04-04,0.24531579168349366,neutral,30,1,0.0
FED,2023-04-14,0.2364269027946048,neutral,30,2,0.0
FED,2023-04-18,0.2364269027946048,neutral,30,1,0.0
FED,2023-04-20,0.24031579168349365,neutral,30,2,0.0
FED,2023-04-21,0.25191850808080035,neutral,31,1,0.6000000000000001
FED,2023-05-03,0.25191850808080035,neutral,31,2,3.083007499855769
FED,2023-05-05,0.24404605470327528,neutral,32,1,0.0
FED,2023-05-11,0.23665071971226695,neutral,33,1,0.0
FED,2023-05-12,0.2619032449647922,neutral,33,2,1.9
FED,2023-05-13,0.2619032449647922,neutral,33,1,0.0
FED,2023-05-15,0.2619032449647922,neutral,33,1,0.0
FED,2023-05-18,0.24129718435873163,neutral,33,1,-2.8
FED,2023-05-19,0.24129718435873163,neutral,33,1,0.0
FED,2023-05-24,0.2322062752678225,neutral,33,1,-1.2
FED,2023-05-31,0.26038809344964076,neutral,33,2,1.9
FED,2023-06-14,0.26038809344964076,neutral,33,2,3.9039100017307753
FED,2023-06-16,0.3233178554070042,neutral,34,1,2.4
FED,2023-06-22,0.37122305953823265,neutral,35,2,1.0
FED,2023-06-25,0.372556392871566,neutral,35,1,0.0
FED,2023-06-29,0.4496992500144232,neutral,35,1,3.8
FED,2023-07-10,0.43720760418068916,neutral,36,1,0.0
FED,2023-07-13,0.4441520486251336,neutral,36,1,0.0
FED,2023-07-18,0.4830409375140224,neutral,36,1,1.4
FED,2023-07-26,0.4830409375140224,neutral,36,2,3.7284212515144284
FED,2023-08-05,0.48498538195846685,neutral,36,1,0.0
FED,2023-08-07,0.48498538195846685,neutral,36,1,0.0
FED,2023-08-22,0.48498538195846685,neutral,36,1,0.0
FED,2023-08-25,0.446096493069578,neutral,36,1,1.0
FED,2023-09-08,0.4266520486251336,neutral,36,1,0.0
FED,2023-09-20,0.4266520486251336,neutral,36,2,1.2905262494951906
FED,2023-09-22,0.41719298613915606,neutral,36,2,0.0
FED,2023-09-26,0.41719298613915606,neutral,36,1,0.0
FED,2023-09-27,0.405917500027287,neutral,37,1,0.0
FED,2023-09-28,0.3452354605528847,neutral,38,2,0.0
FED,2023-10-02,0.4133063461797338,neutral,39,2,1.5
FED,2023-10-04,0.4133063461797338,neutral,39,1,0.0
FED,2023-10-07,0.4133063461797338,neutral,39,1,0.0
FED,2023-10-09,0.48314475010096186,neutral,40,2,2.028421251514428
FED,2023-10-10,0.4931447501009618,neutral,40,1,0.0
FED,2023-10-11,0.481116829366792,neutral,41,1,0.0
FED,2023-10-17,0.47542577245622286,neutral,41,1,-1.4
FED,2023-10-18,0.46079162611475954,neutral,41,3,-0.39999999999999997
FED,2023-10-19,0.40152465283787414,neutral,42,2,0.0
FED,2023-10-25,0.39755639886962013,neutral,42,1,0.0
FED,2023-10-26,0.39755639886962013,neutral,42,1,0.0
FED,2023-10-27,0.34993735125057257,neutral,42,1,0.0
FED,2023-11-01,0.34993735125057257,neutral,42,2,2.4905262494951903
FED,2023-11-06,0.36104846236168364,neutral,42,1,1.4
FED,2023-11-07,0.36104846236168364,neutral,42,2,-0.6
FED,2023-11-08,0.3485213095718866,neutral,42,3,0.4666666666666666
FED,2023-11-09,0.34472312363084356,neutral,42,2,-0.6
FED,2023-11-13,0.34472312363084356,neutral,42,1,0.0
FED,2023-11-14,0.33667383295023073,neutral,42,1,0.0
FED,2023-11-16,0.31667383295023077,neutral,42,2,0.0
FED,2023-11-28,0.31088739829690315,neutral,43,3,0.0
FED,2023-12-01,0.3062362355062055,neutral,43,2,0.0
FED,2023-12-05,0.307463625687084,neutral,43,1,0.0
FED,2023-12-13,0.307463625687084,neutral,43,2,1.226466250649041
FED,2024-01-08,0.3095308091496163,neutral,43,1,1.8
FED,2024-01-16,0.3188331347310116,neutral,43,1,0.0
FED,2024-01-17,0.3242594913201589,neutral,43,2,0.0
FED,2024-01-31,0.3242594913201589,neutral,43,2,-0.6735337493509594
FED,2024-02-02,0.31688995742651893,neutral,44,1,0.0
FED,2024-02-07,0.36007018059481855,neutral,45,2,0.9
FED,2024-02-12,0.352242567973192,neutral,46,1,0.0
FED,2024-02-14,0.352242567973192,neutral,46,1,0.0
FED,2024-02-15,0.3434714495056773,neutral,47,2,0.0
FED,2024-02-16,0.3363157943076424,neutral,48,1,0.0
FED,2024-02-22,0.303519739604367,neutral,48,3,0.0
FED,2024-02-27,0.30838085071547816,neutral,48,2,0.7
FED,2024-03-01,0.2896308507154781,neutral,48,2,0.0
