bank,date_au,daily_avg_score,rolling_30d_score,rolling_90d_score,rolling_180d_score,momentum_30_vs_90,momentum_classification,documents_count
ECB,2022-06-20,0.0,0.0738157811868988,-0.2136842188131011,-0.38613328534082897,0.28749999999999987,stable,1
ECB,2022-06-22,0.0,0.06561402772168783,-0.2136842188131011,-0.37693963568985683,0.2792982465347889,stable,1
ECB,2022-06-28,0.2000000000000001,0.08783624994391005,-0.2053508854797678,-0.3635224348598602,0.29318713542367786,stable,1
ECB,2022-07-01,0.0,0.08783624994391005,-0.1873684239349917,-0.3552605613403179,0.27520467387890174,stable,1
ECB,2022-07-04,0.0,0.07905262494951905,-0.1795614062710337,-0.34736588219942194,0.25861403122055276,stable,1
ECB,2022-07-21,-1.8348234169259627,-0.3269646833851926,-0.19221485837153857,-0.4061927468813942,-0.134749825013654,stable,2
ECB,2022-08-27,0.0,0.0,-0.08033055134082859,-0.401315017080287,0.08033055134082859,stable,1
ECB,2022-08-29,-0.9999999999999998,-0.4999999999999999,-0.14602122624505512,-0.39020390596917587,-0.3539787737549448,stable,1
ECB,2022-09-08,-3.025349666421153,-1.3417832221403845,-0.4353979294882397,-0.4002094954408656,-0.9063852926521447,stable,2
ECB,2022-09-12,0.0,-1.0063374166052883,-0.47168109027892635,-0.37164405245346177,-0.534656326326362,stable,1
ECB,2022-09-14,2.0000000000000004,-0.4050699332842306,-0.3327430075770105,-0.2511026952817583,-0.0723269257072201,stable,1
ECB,2022-09-15,-0.9999999999999996,-0.5042249444035254,-0.38834775694559287,-0.27190539819059834,-0.11587718745793252,stable,1
ECB,2022-09-20,1.1359400011538503,-0.2699156664667574,-0.3203848256539331,-0.24721869524879117,0.050469159187175705,stable,1
ECB,2022-09-26,0.0,-0.2699156664667574,-0.3385666438357513,-0.24721869524879117,0.06865097736899389,stable,1
ECB,2022-09-28,0.0,-0.12705852360961462,-0.3103527568494387,-0.22953448093423065,0.18329423323982408,stable,1
ECB,2022-09-29,0.0,-0.11117620815841278,-0.3103527568494387,-0.22953448093423065,0.1991765486910259,stable,1
ECB,2022-09-30,0.0,-0.09882329614081137,-0.28647946786102035,-0.22315852313050202,0.187656171720209,stable,1
ECB,2022-10-11,2.4,0.503993333461539,-0.10186408324563577,-0.13922667154994328,0.6058574167071747,stable,1
ECB,2022-10-14,-1.4,0.14199250014423132,-0.19458807729951894,-0.17524876664851635,0.33658057744375025,stable,1
ECB,2022-10-27,-1.4,-0.0666666666666667,-0.16352926180480729,-0.15270022040961523,0.09686259513814059,stable,2
ECB,2022-11-03,0.1810524989903816,-0.054736875252404636,-0.14055714441846137,-0.10169852689379648,0.08582026916605673,stable,1
ECB,2022-11-04,-1.4,-0.32378950020192365,-0.21927232289230753,-0.14227044792836535,-0.10451717730961613,stable,1
ECB,2022-11-07,0.0,-0.26982458350160304,-0.2063739509574659,-0.14227044792836535,-0.06345063254413713,stable,1
ECB,2022-11-09,0.0,-0.23127821442994548,-0.1949087314598289,-0.1379592222335664,-0.03636948297011658,stable,1
ECB,2022-11-11,0.0,-0.5741353572870883,-0.1846503771724695,-0.13390159805022622,-0.38948498011461885,stable,1
ECB,2022-11-14,2.5359400011538504,-0.011858214265109674,-0.0486208582561535,-0.05931512742805413,0.03676264399104382,stable,1
ECB,2022-11-15,-1.4,-0.18537593748197095,-0.11297224595824143,-0.10049159801628942,-0.07240369152372952,stable,1
ECB,2022-11-18,0.0,-0.1647786110950853,-0.10783714386923045,-0.09762040950153829,-0.056941467225854844,stable,1
ECB,2022-11-24,-2.8,-0.4283007499855767,-0.22488770283143783,-0.1776204095015383,-0.20341304715413888,stable,1
ECB,2022-11-28,-1.4,-0.4283007499855767,-0.2532916893237759,-0.2176204095015383,-0.17500906066180083,stable,1
ECB,2022-12-08,0.0,-0.38300749985576865,-0.11577579539554166,-0.24138942888379505,-0.267231704460227,stable,1
ECB,2022-12-15,-2.8,-1.4,-0.31735337493509586,-0.3439762681890322,-1.082646625064904,dovish acceleration,2
ECB,2023-01-10,0.0,-1.4,-0.6588671666570513,-0.40025859221603677,-0.7411328333429487,stable,1
ECB,2023-01-23,0.0,0.0,-0.5655338333237179,-0.334729184468681,0.5655338333237179,stable,1
ECB,2023-02-02,-2.6651484454403227,-0.8883828151467742,-0.6560929572528056,-0.4150884693297721,-0.2322898578939686,stable,2
ECB,2023-02-15,0.0,-0.8883828151467742,-1.0739053828267027,-0.4012521870187797,0.18552256767992847,stable,1
ECB,2023-02-16,-4.199999999999999,-1.7162871113600806,-1.5405720494933692,-0.5237924390504319,-0.17571506186671138,stable,1
ECB,2023-03-02,0.0,-1.7162871113600806,-1.2081435556800404,-0.5079188536854463,-0.5081435556800402,stable,1
ECB,2023-03-06,-1.4,-1.4,-1.2294609383822581,-0.5366956648568835,-0.1705390616177418,stable,1
ECB,2023-03-08,2.8,-0.5599999999999998,-0.918349827271147,-0.3487811594884592,0.35834982727114717,stable,1
ECB,2023-03-16,-2.825349666421153,-0.9375582777368588,-0.9211664568734973,-0.5047436417435652,-0.01639182086336155,stable,2
ECB,2023-03-20,-1.4,-0.5650699332842306,-0.9690498111861476,-0.5921898486799049,0.40397987790191703,stable,1
ECB,2023-03-22,-4.199999999999999,-1.1708916110701921,-1.2627725556237706,-0.7124501870572414,0.09188094455357843,stable,1
ECB,2023-03-27,0.0,-1.0036213809173076,-1.1575415093217896,-0.7370174348868015,0.153920128404482,stable,1
ECB,2023-04-01,1.4529325012980814,-0.7960595950175815,-0.9567358161971841,-0.7114490396578271,0.16067622117960256,stable,1
ECB,2023-04-14,-1.4,-1.3954028608538451,-1.0644281238894917,-0.8266878929784874,-0.3309747369643534,stable,1
ECB,2023-04-17,0.0,-0.9245112497836528,-0.988397543611671,-0.7971633253721129,0.06388629382801814,stable,1
ECB,2023-04-19,0.0,-0.6911779164503197,-0.9225043740375596,-0.7696749348420401,0.2313264575872399,stable,1
ECB,2023-04-21,0.0,0.008822083549680245,-0.8648478506602121,-0.7440191036806387,0.8736699342098924,stable,1
ECB,2023-04-24,0.0,0.0075617858997259245,-0.8648478506602121,-0.7200184874328762,0.872409636559938,stable,1
ECB,2023-05-04,-1.0253496664211534,-0.4042249444035256,-0.7623604269715141,-0.7147232853734723,0.3581354825679885,stable,2
ECB,2023-05-05,0.0,-0.3464785237744505,-0.7175156959731898,-0.6908991758610232,0.3710371721987393,stable,1
ECB,2023-05-16,0.0,-0.1464785237744505,-0.7175156959731898,-0.8408813568070979,0.5710371721987393,stable,1
ECB,2023-05-19,0.0,-0.17089161107019224,-0.47045687244377793,-0.8408813568070979,0.2995652613735857,stable,1
ECB,2023-05-23,0.0,-0.17089161107019224,-0.44432037953023473,-0.7331890491147903,0.2734287684600425,stable,1
ECB,2023-05-24,0.0,-0.17089161107019224,-0.42093509639706445,-0.7060338991475759,0.2500434853268722,stable,1
ECB,2023-05-25,1.2000000000000002,0.024950047654120962,-0.33988834157721126,-0.6379612598923051,0.3648383892313322,stable,1
ECB,2023-06-01,2.4,0.3218312916973558,-0.21988834157721127,-0.5022469741780194,0.5417196332745671,stable,1
ECB,2023-06-05,0.8000000000000003,0.6285714285714287,-0.10988834157721125,-0.4573419061029153,0.73845977014864,stable,1
ECB,2023-06-07,0.0,0.55,-0.24988834157721124,-0.45734190610291536,0.7998883415772113,stable,1
ECB,2023-06-09,0.0,0.48888888888888893,-0.23798889674020118,-0.44209717589948483,0.7268777856290901,stable,1
ECB,2023-06-15,-1.373533749350959,0.33627402784989346,-0.16885480545114434,-0.39454830087785014,0.5051288333010377,stable,2
ECB,2023-06-16,-1.4,0.16264662506490415,-0.2248159506579105,-0.42698222665598395,0.3874625757228146,stable,1
ECB,2023-06-20,0.0,0.16264662506490418,0.03114519454885564,-0.41363903207298447,0.13150143051604854,stable,1
ECB,2023-06-22,0.0,0.16264662506490418,0.02972950388754402,-0.4011045159495607,0.13291712117736015,stable,1
ECB,2023-06-23,0.0,0.16264662506490418,0.028436916761998627,-0.3893073243039854,0.13420970830290554,stable,1
ECB,2023-06-27,-3.0,-0.25735337493509586,-0.10199786584669704,-0.4638985436095858,-0.15535550908839882,stable,1
ECB,2023-07-07,-2.2189475010096187,-0.9990601562950722,-0.2616448224687709,-0.5126499035373645,-0.7374153338263012,stable,1
ECB,2023-07-12,-2.8,-1.3490601562950721,-0.3674096215325722,-0.5904276813151423,-0.9816505347625,stable,1
ECB,2023-07-17,0.0,-1.1455639287156598,-0.32251438768616225,-0.5744701764147331,-0.8230495410294976,stable,1
ECB,2023-07-27,-1.3094737505048095,-1.582105312878607,-0.41558593653745435,-0.6098613588608089,-1.1665193763411525,dovish acceleration,2
ECB,2023-08-03,-1.4189475010096184,-1.5494737505048093,-0.45604512509375034,-0.5761802522545737,-1.093428625411059,dovish acceleration,1
ECB,2023-08-25,0.0,-0.9094737505048093,-0.645056406367188,-0.47551859259497853,-0.2644173441376213,stable,1
ECB,2023-08-31,0.9493006671576932,-0.1565489446173084,-0.735725114669832,-0.44914912961837594,0.5791761700525236,stable,1
ECB,2023-09-04,0.0,0.3164335557192311,-0.7857251146698321,-0.5019819618931868,1.1021586703890631,hawkish acceleration,1
ECB,2023-09-05,0.0,0.2373251667894233,-0.7857251146698321,-0.48803801850726486,1.0230502814592555,hawkish acceleration,1
ECB,2023-09-14,-1.609473750504809,-0.13203461666942312,-0.8148244168479403,-0.4542636875095887,0.6827898001785171,stable,2
ECB,2023-09-20,3.0,0.3899711527754807,-0.646733987374705,-0.2215283642955769,1.0367051401501857,hawkish acceleration,1
ECB,2023-09-21,0.0,0.33426098809326915,-0.646733987374705,-0.21537479862069978,0.9809949754679741,stable,1
ECB,2023-09-22,0.4000000000000001,0.3424783645816105,-0.5719672739907974,-0.1987430473066268,0.9144456385724079,stable,1
ECB,2023-09-25,-1.4,0.16747836458161056,-0.4576815597050831,-0.23658088514446465,0.6251599242866936,stable,1
ECB,2023-09-29,0.0,0.14886965740587604,-0.42716945572474424,-0.27584933112549387,0.5760391131306203,stable,1
ECB,2023-10-04,0.0,0.0488157811868989,-0.4004713647419477,-0.26859013820113875,0.4492871459288466,stable,1
ECB,2023-10-14,-2.8,-0.11428571428571425,-0.279239622324103,-0.3136871689633317,0.16495390803838872,stable,1
ECB,2023-10-17,0.0,-0.09999999999999998,-0.279239622324103,-0.3136871689633317,0.179239622324103,stable,1
ECB,2023-10-25,0.0,-0.5599999999999999,-0.19194137229044902,-0.32240070143453536,-0.3680586277095509,stable,1
ECB,2023-10-26,-1.8999999999999997,-0.7833333333333332,-0.29869503652229595,-0.36503852031468303,-0.48463829681103726,stable,2
ECB,2023-10-30,-1.4,-1.0166666666666666,-0.3634776814327491,-0.39227434872745454,-0.6531889852339174,stable,1
ECB,2023-11-09,0.0,-1.0166666666666666,-0.28001018137335976,-0.3751642050060032,-0.7366564852933069,stable,1
ECB,2023-11-13,-1.218947501009619,-0.7531579168349364,-0.33217336579759643,-0.4081087320603172,-0.42098455103733995,stable,1
ECB,2023-11-14,0.0,-0.6455639287156598,-0.31469055707140714,-0.3973690285850457,-0.3308733716442527,stable,1
ECB,2023-11-16,0.0,-0.6455639287156598,-0.29895602921783676,-0.3973690285850457,-0.34660789949782306,stable,1
ECB,2023-11-17,0.0,-0.5648684376262023,-0.28472002782651123,-0.3871800791341471,-0.2801484097996911,stable,1
ECB,2023-11-21,0.0,-0.5021052778899576,-0.2717782083798516,-0.4405411644927496,-0.230327069510106,stable,1
ECB,2023-11-22,0.0,-0.45189475010096186,-0.25996176453724934,-0.42894797595346673,-0.19193298556371252,stable,1
ECB,2023-11-27,-1.4,-0.44654972233440204,-0.3208313297546406,-0.4538467458008138,-0.12571839257976142,stable,1
ECB,2023-11-30,0.0,-0.2909941667788465,-0.3621052718049752,-0.5153852073392754,0.07111110502612872,stable,1
ECB,2023-12-04,0.0,-0.26189475010096186,-0.37856460234156497,-0.5500006075324142,0.11666985224060311,stable,1
ECB,2023-12-07,0.0,-0.23808613645541987,-0.3621052718049752,-0.5500006075324142,0.12401913534955533,stable,1
ECB,2023-12-14,-1.609473750504809,-0.33438597227831207,-0.3621052718049751,-0.533404407767178,0.02771929952666302,stable,2
ECB,2024-01-10,-1.4,-1.5047368752524044,-0.6515789584174683,-0.4099067370742491,-0.8531579168349361,stable,1
ECB,2024-01-17,0.0,-0.7,-0.525201250089084,-0.4099067370742491,-0.17479874991091593,stable,1
ECB,2024-01-25,-2.5999999999999996,-1.3333333333333333,-0.6017763282196518,-0.4502356823709738,-0.7315570051136815,stable,2
ECB,2024-02-08,-1.4,-1.3499999999999999,-0.6418947501009619,-0.44964357296442314,-0.708105249899038,stable,1
ECB,2024-02-09,0.0,-0.9999999999999999,-0.6017763282196518,-0.4360180101473194,-0.3982236717803481,stable,1
ECB,2024-02-12,0.0,-0.7999999999999999,-0.5606315833669873,-0.4231939510253394,-0.23936841663301267,stable,1
ECB,2024-02-14,0.0,-0.6666666666666666,-0.5606315833669873,-0.4111026952817583,-0.10603508329967937,stable,1
ECB,2024-02-16,0.0,-0.6666666666666666,-0.5606315833669873,-0.3996831759683761,-0.10603508329967937,stable,1
ECB,2024-02-26,-1.4,-0.4666666666666666,-0.6468825961926777,-0.438572064857265,0.18021592952601112,stable,1
ECB,2024-03-07,-0.9094737505048089,-0.529924821500687,-0.847177045546329,-0.5190402574271777,0.317252224045642,stable,2
ECB,2024-03-14,0.0,-0.4618947501009618,-0.7008612500458917,-0.47170279417703626,0.2389664999449299,stable,1
ECB,2024-03-20,-1.4,-0.9273684376262021,-0.7591228125420675,-0.6511842188131011,-0.16824562508413465,stable,1
ECB,2024-03-27,3.6,0.32263156237379775,-0.42380567311575457,-0.510899838774814,0.7464372354895523,stable,1
ECB,2024-04-11,-1.8999999999999997,0.07500000000000012,-0.462267211577293,-0.4979298334006411,0.5372672115772932,stable,2
ECB,2024-04-12,0.0,0.060000000000000095,-0.4292481250360578,-0.48186758071029784,0.4892481250360579,stable,1
ECB,2024-04-15,-1.4,-0.21999999999999992,-0.49396491670032067,-0.5270288710328785,0.27396491670032075,stable,1
ECB,2024-04-18,-1.4,-0.4166666666666666,-0.587298250033654,-0.554309218813101,0.17063158336698742,stable,1
ECB,2024-04-19,-2.8,-0.6499999999999999,-0.7255921094065505,-0.6223604546066435,0.07559210940655059,stable,1
ECB,2024-04-22,0.0,-0.557142857142857,-0.6829102206179298,-0.6223604546066435,0.12576736347507278,stable,1
ECB,2024-04-24,0.0,-0.48749999999999993,-0.5299690441473418,-0.5647846970308859,0.04246904414734187,stable,1
ECB,2024-04-29,-1.4,-1.1125,-0.5783040972502671,-0.5647846970308859,-0.5341959027497329,stable,1
ECB,2024-05-02,-1.2189475010096182,-1.1243275001121797,-0.6120221711323384,-0.5840247795008485,-0.5123053289798414,stable,1
ECB,2024-05-14,0.0,-1.0273684376262022,-0.6392763282196516,-0.6012224194199753,-0.3880921094065506,stable,1
ECB,2024-05-26,0.0,-0.6547368752524045,-0.5885614167676285,-0.6156391072149726,-0.06617545848477602,stable,1
ECB,2024-05-27,-1.4,-0.8037895002019237,-0.6392763282196517,-0.6426860345523873,-0.164513171982272,stable,1
ECB,2024-05-28,-1.4,-0.9031579168349363,-0.6840247795008487,-0.6909618966213529,-0.21913313733408757,stable,1
ECB,2024-06-01,-1.4,-0.8399999999999999,-0.7238011806396905,-0.7392377586903184,-0.1161988193603094,stable,1
ECB,2024-06-06,-1.8999999999999997,-1.0166666666666666,-0.7788304167227564,-0.8047550000696286,-0.23783624994391017,stable,2
ECB,2024-06-07,0.0,-0.8714285714285713,-0.7378393421584009,-0.777929833400641,-0.13358922927017047,stable,1
ECB,2024-06-11,-2.2189475010096187,-1.0398684376262022,-0.8118947501009618,-0.7982456250841348,-0.2279736875252404,stable,1
ECB,2024-06-14,0.0,-1.0398684376262022,-0.8118947501009618,-0.772495766210453,-0.2279736875252404,stable,1
ECB,2024-06-18,0.0,-0.9243275001121797,-0.7418947501009618,-0.7483552735163763,-0.18243275001121784,stable,1
ECB,2024-06-26,-1.4,-1.0398684376262022,-0.9918947501009618,-0.7681020834098196,-0.04797368752524034,stable,1
ECB,2024-07-01,0.0,-0.7884210715728026,-0.9446616667628208,-0.7455108456624719,0.1562405951900182,stable,1
ECB,2024-07-18,-1.1999999999999997,-0.8666666666666666,-0.7963467648246612,-0.7620414773492133,-0.07031990184200543,stable,2
ECB,2024-07-23,0.0,-0.6499999999999999,-0.8461184376262023,-0.6832535985613346,0.1961184376262024,stable,1
ECB,2024-08-24,-2.2189475010096187,-2.2189475010096187,-1.0106073078476336,-0.7845112947690593,-1.208340193161985,dovish acceleration,1
ECB,2024-08-30,-1.4,-1.8094737505048093,-0.9398086365472035,-0.8057350432252987,-0.8696651139576058,stable,1
ECB,2024-09-06,1.4,-0.7396491670032063,-0.703789500201924,-0.7260980173458226,-0.035859666801282275,stable,1
ECB,2024-09-12,-1.609473750504809,-0.9571053128786069,-0.7142690279460476,-0.781597112190816,-0.24283628493255927,stable,2
ECB,2024-09-16,-2.8,-1.3256842503028854,-1.0253801390571589,-0.8298729742597815,-0.30030411124572653,stable,1
ECB,2024-09-20,-1.4,-1.3380702085857379,-1.0628421251514428,-0.8488772084511221,-0.27522808343429506,stable,1
ECB,2024-09-23,0.0,-0.9682456250841348,-0.9662201137740389,-0.9688772084511221,-0.0020255113100958733,stable,1
ECB,2024-09-26,0.0,-0.829924821500687,-0.8389473865013116,-0.9376231049526988,0.009022565000624594,stable,1
ECB,2024-09-27,0.0,-0.7261842188131011,-0.769035104292869,-0.908322382922927,0.0428508854797679,stable,1
ECB,2024-09-30,-1.4,-0.726184218813101,-0.8857017709595357,-0.9232217046525353,0.1595175521464347,stable,1
ECB,2024-10-01,0.0,-0.6454970833894231,-0.8175708655011099,-0.8960681251039313,0.17207378211168678,stable,1
ECB,2024-10-02,0.0,-0.5809473750504808,-0.7591729465367448,-0.8704661786723904,0.17822557148626406,stable,1
ECB,2024-10-04,0.0,-0.5281339773186189,-0.7085614167676285,-0.8462865625981573,0.18042743944900963,stable,1
ECB,2024-10-07,2.0,-0.47358852277316443,-0.5392763282196518,-0.769359898744153,0.06568780544648734,stable,1
ECB,2024-10-16,0.0,-0.07999999999999999,-0.4642763282196518,-0.6353429167737473,0.38427632821965185,stable,1
ECB,2024-10-17,-2.0189475010096185,-0.256267954637238,-0.5557275736778852,-0.676037169251273,0.29945961904064716,stable,2
ECB,2024-10-24,2.2,0.07810524989903818,-0.4263158089720028,-0.6298564774104024,0.5044210588710409,stable,1
ECB,2024-10-25,2.6,0.3073684089991256,-0.2581871529180026,-0.5348606986630378,0.5655555619171282,stable,1
ECB,2024-10-28,-1.4,0.1981052498990382,-0.3182825659223183,-0.5348606986630376,0.5163878158213565,stable,1
ECB,2024-11-04,0.0,0.48300749985576885,-0.30236843762620236,-0.4990093015745195,0.7853759374819712,stable,1
ECB,2024-11-05,0.0,0.42263156237379773,-0.2879699405963832,-0.48475189295810467,0.7106015029701809,stable,1
ECB,2024-11-06,0.0,0.17263156237379773,-0.27488039784200213,-0.47128656259815727,0.44751196021579986,stable,1
ECB,2024-11-07,0.0,0.153450277665598,-0.2629290761966977,-0.4585490879333422,0.4163793538622957,stable,1
ECB,2024-11-14,0.0,0.1381052498990382,-0.2519736980218353,-0.4585490879333422,0.3900789479208735,stable,1
ECB,2024-11-15,0.0,0.1381052498990382,-0.2418947501009619,-0.4464820066719385,0.3800000000000001,stable,1
ECB,2024-11-16,0.0,0.34,-0.23259110586630952,-0.43503375009060674,0.5725911058663096,stable,1
ECB,2024-11-18,0.0,0.30909090909090914,-0.2239766204638536,-0.42415790633834155,0.5330675295547628,stable,1
ECB,2024-11-19,0.0,0.2833333333333334,-0.2159774554472874,-0.41381259154960154,0.49931078878062074,stable,1
ECB,2024-11-21,0.0,0.26153846153846155,-0.20852995698358784,-0.40395991079842053,0.4700684185220494,stable,1
ECB,2024-11-22,0.0,0.24285714285714288,-0.13201452591429064,-0.40395991079842053,0.3748716687714335,stable,1
ECB,2024-11-25,-3.6696468338519255,-0.38997283337322497,-0.24993560284554514,-0.4350234899362338,-0.14003723052767983,stable,1
ECB,2024-11-28,0.0,-0.2822805256809173,-0.20326893617887845,-0.4008771484728192,-0.07901158950203888,stable,1
ECB,2024-12-12,-2.2094737505048094,-0.5879120584356735,-0.2792437270815984,-0.3822760351810731,-0.3086683313540751,stable,2
ECB,2024-12-16,-2.2189475010096187,-1.0122585106707942,-0.2592074340129646,-0.44066939047079995,-0.7530510766578296,stable,1
ECB,2024-12-18,0.4000000000000001,-0.9622585106707942,-0.2372338528791991,-0.41911376507411274,-0.7250246577915951,stable,1
ECB,2025-01-15,-1.4,-0.4999999999999999,-0.28490340426831773,-0.4093361307537945,-0.21509659573168216,stable,1
ECB,2025-01-27,0.0,-0.7,-0.5054482269647975,-0.4093361307537945,-0.19455177303520244,stable,1
ECB,2025-01-30,-0.9094737505048093,-0.769824583501603,-0.5267127282037455,-0.4224976470630317,-0.2431118552978575,stable,2
ECB,2025-02-05,1.4529325012980814,-0.21413531230168192,-0.5346630834108177,-0.37440969454095197,0.3205277711091358,stable,1
ECB,2025-02-10,-1.4,-0.45130824984134554,-0.5855652549748873,-0.40004945217742816,0.13425700513354177,stable,1
ECB,2025-02-12,0.0,-0.37609020820112127,-0.5855652549748873,-0.39029214846578353,0.20947504677376605,stable,1
ECB,2025-02-18,1.0,0.023909791798878716,-0.639614952469506,-0.3571899544546935,0.6635247442683847,stable,1
ECB,2025-02-25,1.8,0.2776369643990389,-0.2904135417267631,-0.2615007282401787,0.568050506125802,stable,1
ECB,2025-03-06,-0.8841240840836555,0.32813473620240435,-0.3640905487337344,-0.28944279683344304,0.6922252849361388,stable,2
ECB,2025-03-12,1.4,0.663175183183269,-0.06330106952500031,-0.21604099804064278,0.7264762527082693,stable,1
ECB,2025-03-19,0.5810524989903811,0.7793856829813451,0.1491261059727269,-0.10191571051689934,0.6302595770086182,stable,1
ECB,2025-03-20,0.0,0.5793856829813452,0.13669893047499967,-0.0994299614799018,0.4426867525063455,stable,1
ECB,2025-03-27,0.0,0.21938568298134514,0.12618362813076892,-0.1045289338634865,0.09320205485057623,stable,1
ECB,2025-04-01,0.0,0.1828214024844543,0.117170511835714,-0.0723413086669182,0.0656508906487403,stable,1
ECB,2025-04-03,0.0,0.1567040592723894,0.10935914437999973,-0.0723413086669182,0.047344914892389664,stable,1
ECB,2025-04-08,0.0,0.28300749985576873,0.10252419785624975,-0.12639536272097224,0.18048330199951898,stable,1
ECB,2025-04-17,-4.134823416925963,-0.5076815597050831,-0.06840226570162294,-0.18868067601645327,-0.43927929400346016,stable,2
ECB,2025-04-25,-2.218947501009619,-1.0589618196559305,-0.1949049266020933,-0.39461290964576967,-0.8640568930538373,stable,1
ECB,2025-04-28,-1.4,-1.2922951529892637,-0.27725786777856387,-0.3946129096457696,-1.0150372852107,dovish acceleration,1
ECB,2025-04-29,0.0,-1.107681559705083,-0.261854652901977,-0.38365143993338713,-0.8458269068031061,stable,1
ECB,2025-05-10,-1.4,-1.8307541835871164,-0.39157897076640347,-0.4609530859879375,-1.439175212820713,dovish acceleration,1
ECB,2025-05-15,0.0,-1.5256284863225968,-0.32855265643930365,-0.4906919947613528,-1.197075829883293,dovish acceleration,1
ECB,2025-05-16,-2.8,-1.7076815597050832,-0.473931911942874,-0.5628578699250605,-1.2337496477622092,dovish acceleration,1
ECB,2025-05-22,0.0,-1.1169925001442313,-0.5327554413546387,-0.6210845461242047,-0.5842370587895926,stable,1
ECB,2025-05-26,0.0,-0.7999999999999999,-0.6386377942958151,-0.4945450001293108,-0.1613622057041848,stable,1
ECB,2025-06-05,-1.8094737505048093,-1.0015789584174681,-0.6930701276147065,-0.556940646698442,-0.3085088308027616,stable,2
ECB,2025-06-07,0.0,-0.8584962500721156,-0.6545662316361117,-0.5383759584751606,-0.2039300184360039,stable,1
ECB,2025-06-09,0.0,-0.6584962500721157,-0.6201153773394743,-0.5210089920727361,-0.03838087273264135,stable,1
ECB,2025-06-11,0.0,-0.5761842188131012,-0.6937995878657901,-0.4497356452822584,0.11761536905268888,stable,1
ECB,2025-06-18,0.0,-0.25849625007211563,-0.764624703802244,-0.40409525009134645,0.5061284537301284,stable,1
ECB,2025-06-19,1.6,-0.02618421881310115,-0.6401707720231786,-0.33944701621743206,0.6139865532100774,stable,1
ECB,2025-06-23,-3.618947501009619,-0.47855265643930356,-0.7891096084725007,-0.44193140636718786,0.3105569520331971,stable,1
ECB,2025-06-24,-1.4,-0.5809356946127142,-0.8181996271166673,-0.4709637879924246,0.23726393250395306,stable,1
ECB,2025-06-27,0.0,-0.5809356946127142,-0.8181996271166673,-0.45711191187500033,0.23726393250395306,stable,1
ECB,2025-06-30,-1.4,-0.6628421251514428,-0.8848662937833338,-0.48405157153571465,0.222024168631891,stable,1
ECB,2025-07-04,0.0,-0.6025837501376753,-0.8848662937833338,-0.47060569454861145,0.2822825436456585,stable,1
ECB,2025-07-09,-1.4,-0.6909941667788466,-0.9515329604500006,-0.4957244595608111,0.26053879367115396,stable,1
ECB,2025-07-10,0.0,-0.621894750100962,-0.9082814622477279,-0.4826790790460529,0.2863867121467659,stable,1
ECB,2025-07-14,0.0,-0.621894750100962,-0.868790963889131,-0.44583697378289505,0.24689621378816906,stable,1
ECB,2025-07-24,-2.0999999999999996,-0.7,-0.7149282387052014,-0.4882514103525645,0.014928238705201435,stable,2
ECB,2025-08-23,0.0,0.0,-0.5957894853832018,-0.5642724633689201,0.5957894853832018,stable,1
ECB,2025-09-01,0.0,0.0,-0.5957894853832018,-0.6172136398395083,0.5957894853832018,stable,1
ECB,2025-09-03,0.0,0.0,-0.48934985300056594,-0.5912099903076361,0.48934985300056594,stable,1
ECB,2025-09-04,0.0,0.0,-0.46216375005609006,-0.5743182762988465,0.46216375005609006,stable,1
ECB,2025-09-11,-3.3651484454403224,-0.6730296890880645,-0.7302559966531215,-0.7104653747399986,0.05722630756505698,stable,2
ECB,2025-09-17,0.0,-0.5608580742400537,-0.8856063964299962,-0.748451194555598,0.32474832218994243,stable,1
ECB,2025-09-26,0.0,-0.5608580742400537,-0.6357806496492557,-0.748451194555598,0.074922575409202,stable,1
ECB,2025-09-29,0.0,-0.48073549220576034,-0.528088341956948,-0.748451194555598,0.04735284975118764,stable,1
ECB,2025-09-30,-1.4,-0.5956435556800403,-0.5903677461028803,-0.7896276651438333,-0.005275809577160007,stable,1
ECB,2025-10-01,2.0,-0.3456435556800403,-0.4176765630293549,-0.7099240175682952,0.07203300734931462,stable,1
